Domain Code,Domain,Area Code (FAO),Country,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2010,2010,tonnes,419600,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2011,2011,tonnes,537277,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2012,2012,tonnes,537330,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2013,2013,tonnes,546173,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2014,2014,tonnes,584000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2015,2015,tonnes,546000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2016,2016,tonnes,632000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2017,2017,tonnes,1529000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2018,2018,tonnes,1503000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2019,2019,tonnes,1448000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",2020,2020,tonnes,1431000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1961,1961,tonnes,185000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1962,1962,tonnes,160000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1963,1963,tonnes,140000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1964,1964,tonnes,110000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1965,1965,tonnes,90000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1966,1966,tonnes,97500,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1967,1967,tonnes,127000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1968,1968,tonnes,163000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1969,1969,tonnes,201000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1970,1970,tonnes,277000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1971,1971,tonnes,352000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1972,1972,tonnes,433000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1973,1973,tonnes,515000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1974,1974,tonnes,592000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1975,1975,tonnes,510000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1976,1976,tonnes,500000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1977,1977,tonnes,503500,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1978,1978,tonnes,545070,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1979,1979,tonnes,662020,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1980,1980,tonnes,658000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1981,1981,tonnes,821790,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1982,1982,tonnes,926980,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1983,1983,tonnes,966600,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1984,1984,tonnes,985900,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1985,1985,tonnes,1005560,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1986,1986,tonnes,1258000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1987,1987,tonnes,861404,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1988,1988,tonnes,995296,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1989,1989,tonnes,1084117,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1990,1990,tonnes,1093900,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1991,1991,tonnes,1175005,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1992,1992,tonnes,1147743,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1993,1993,tonnes,1168252,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1994,1994,tonnes,1300000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1995,1995,tonnes,1200000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1996,1996,tonnes,1211379,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1997,1997,tonnes,1308390,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1998,1998,tonnes,1320590,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1999,1999,tonnes,1380000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2000,2000,tonnes,1050000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2001,2001,tonnes,1230000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2002,2002,tonnes,1160000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2003,2003,tonnes,1470000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2004,2004,tonnes,1521600,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2005,2005,tonnes,1739000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2006,2006,tonnes,1814000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2007,2007,tonnes,1624000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2008,2008,tonnes,2001000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2009,2009,tonnes,1985000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2010,2010,tonnes,1777200,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2011,2011,tonnes,2891000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2012,2012,tonnes,2203400,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2013,2013,tonnes,1915000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2014,2014,tonnes,2497680,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2015,2015,tonnes,2134000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2016,2016,tonnes,2521000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2017,2017,tonnes,2265000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2018,2018,tonnes,2327000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2019,2019,tonnes,2316000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2020,2020,tonnes,2734000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1961,1961,tonnes,8000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1962,1962,tonnes,8300,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1963,1963,tonnes,8500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1964,1964,tonnes,8800,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1965,1965,tonnes,9200,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1966,1966,tonnes,9500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1967,1967,tonnes,9800,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1968,1968,tonnes,10300,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1969,1969,tonnes,10500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1970,1970,tonnes,10800,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1971,1971,tonnes,11000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1972,1972,tonnes,10500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1973,1973,tonnes,11000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1974,1974,tonnes,11500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1975,1975,tonnes,9500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1976,1976,tonnes,10000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1977,1977,tonnes,8000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1978,1978,tonnes,8000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1979,1979,tonnes,7000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1980,1980,tonnes,6500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1981,1981,tonnes,6000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1982,1982,tonnes,5000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1983,1983,tonnes,5500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1984,1984,tonnes,5000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1985,1985,tonnes,4800,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1986,1986,tonnes,4500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1987,1987,tonnes,4800,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1988,1988,tonnes,4350,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1989,1989,tonnes,5000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1990,1990,tonnes,6000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1991,1991,tonnes,6200,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1992,1992,tonnes,6500,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1993,1993,tonnes,6800,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1994,1994,tonnes,7000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1995,1995,tonnes,7300,*,Unofficial figure
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1996,1996,tonnes,7900,*,Unofficial figure
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1997,1997,tonnes,8100,*,Unofficial figure
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1998,1998,tonnes,8400,*,Unofficial figure
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1999,1999,tonnes,9400,*,Unofficial figure
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2000,2000,tonnes,9900,*,Unofficial figure
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2001,2001,tonnes,10000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2002,2002,tonnes,10216,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2003,2003,tonnes,10530,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2004,2004,tonnes,10908,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2005,2005,tonnes,11332,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2006,2006,tonnes,11847,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2007,2007,tonnes,12317,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2008,2008,tonnes,12889,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2009,2009,tonnes,13292,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2010,2010,tonnes,13645,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2011,2011,tonnes,13929,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2012,2012,tonnes,14149,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2013,2013,tonnes,14155,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2014,2014,tonnes,14116,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2015,2015,tonnes,14186,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2016,2016,tonnes,14318,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2017,2017,tonnes,14207,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2018,2018,tonnes,14237,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2019,2019,tonnes,14254,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2020,2020,tonnes,14233,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1961,1961,tonnes,120000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1962,1962,tonnes,120000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1963,1963,tonnes,120000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1964,1964,tonnes,120000,F,FAO estimate
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1965,1965,tonnes,113000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1966,1966,tonnes,119000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1967,1967,tonnes,130000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1968,1968,tonnes,135000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1969,1969,tonnes,140000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1970,1970,tonnes,137700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1971,1971,tonnes,141000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1972,1972,tonnes,150500,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1973,1973,tonnes,147700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1974,1974,tonnes,167400,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1975,1975,tonnes,164700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1976,1976,tonnes,160000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1977,1977,tonnes,164300,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1978,1978,tonnes,175200,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1979,1979,tonnes,181900,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1980,1980,tonnes,181400,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1981,1981,tonnes,195900,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1982,1982,tonnes,194700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1983,1983,tonnes,202200,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1984,1984,tonnes,189500,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1985,1985,tonnes,218700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1986,1986,tonnes,216200,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1987,1987,tonnes,219000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1988,1988,tonnes,226700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1989,1989,tonnes,249000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1990,1990,tonnes,251300,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1991,1991,tonnes,238500,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1992,1992,tonnes,243200,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1993,1993,tonnes,256300,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1994,1994,tonnes,271100,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1995,1995,tonnes,289700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1996,1996,tonnes,295500,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1997,1997,tonnes,307700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1998,1998,tonnes,333900,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1999,1999,tonnes,310000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2000,2000,tonnes,330000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2001,2001,tonnes,330000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2002,2002,tonnes,400000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2003,2003,tonnes,415900,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2004,2004,tonnes,439200,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2005,2005,tonnes,452700,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2006,2006,tonnes,483100,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2007,2007,tonnes,483300,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2008,2008,tonnes,476000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2009,2009,tonnes,481300,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2010,2010,tonnes,478000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2011,2011,tonnes,478000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2012,2012,tonnes,681000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2013,2013,tonnes,609000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2014,2014,tonnes,622000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2015,2015,tonnes,747000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2016,2016,tonnes,714000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2017,2017,tonnes,723000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2018,2018,tonnes,833000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2019,2019,tonnes,901000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2020,2020,tonnes,904729,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1961,1961,tonnes,2257000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1962,1962,tonnes,2425000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1963,1963,tonnes,2601000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1964,1964,tonnes,2684000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1965,1965,tonnes,3271000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1966,1966,tonnes,3412000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1967,1967,tonnes,3203000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1968,1968,tonnes,3125000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1969,1969,tonnes,3172500,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1970,1970,tonnes,2896800,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1971,1971,tonnes,3374100,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1972,1972,tonnes,3190000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1973,1973,tonnes,3167100,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1974,1974,tonnes,3274100,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1975,1975,tonnes,3409000,,Official data
QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1976,1976,tonnes,3758200,,Official data
